"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"ACP1","2",6,264964,277304,477,1.99e-06,4.36e-06,4.77e-07,23,60,5,24.20253827,49.91432275,7.710000832,0.151536944,-0.698246979,0.966789437,0.002207534,0.757182951,0.240609514,"ENSG00000143727",52
"ACP2","11",11,47261666,47270340,1272,7.21e-06,1.68e-05,1.07e-06,69,152,8,82.86521109,187.0099422,16.43819827,0.94425611,1.252203878,2.061637529,0.000525977,0.970835017,0.028639006,"ENSG00000134575",53
"ACP6","1",10,147119224,147142170,1287,6.18e-06,1.31e-05,9.9e-07,58,121,9,63.9765187,132.6646165,13.84609036,0.463220227,0.495346219,1.290082834,3.14e-05,0.795961583,0.204006976,"ENSG00000162836",51205
"ACR","22",5,51176663,51183635,1266,7.29e-06,1.54e-05,1.21e-06,56,88,5,68.04097841,140.8116478,12.28403504,0.904952955,2.176840339,2.058691158,0.01545989,0.958422679,0.026117431,"ENSG00000100312",49
"ACRBP","12",10,6747447,6756532,1632,7.31e-06,1.72e-05,1.63e-06,76,166,14,84.449386,193.9740373,21.97627266,0.570002224,0.982424675,1.685437691,1.88e-07,0.867284818,0.132714994,"ENSG00000111644",84519
"ACRV1","11",4,125542487,125550675,798,2.84e-06,6.63e-06,5.73e-07,38,71,6,33.893218,76.7739959,8.16880382,-0.437315118,0.322319197,0.751676075,0.000432843,0.650568503,0.348998654,"ENSG00000134940",56
"ACSBG1","15",14,78463785,78526843,2175,1.24e-05,2.62e-05,1.59e-06,155,246,8,141.7181696,295.0042001,23.18301857,-0.691661606,1.395518667,3.123653309,0.006700298,0.992517084,0.000782618,"ENSG00000103740",23205
"ACSBG2","19",13,6141554,6190668,2001,8.33e-06,1.83e-05,1.65e-06,114,247,14,96.8227945,205.9661353,23.42565764,-1.082214296,-1.398496472,1.929103216,3.48e-07,0.934347818,0.065651833,"ENSG00000130377",81616
"ACSF2","17",16,48503622,48551913,1848,9.33e-06,2.07e-05,1.84e-06,101,176,7,101.9632066,218.2411824,25.74442097,0.059134948,1.398570372,3.659487113,0.08385164,0.916063841,8.45e-05,"ENSG00000167107",80221
"ACSF3","16",9,89167089,89220615,1731,1.15e-05,2.21e-05,1.28e-06,153,292,21,127.3041835,241.8647056,17.78466052,-1.41185551,-1.576789644,-0.755255226,1.37e-15,0.003128932,0.996871068,"ENSG00000176715",197322
"ACSL1","4",20,185678278,185724668,2097,1.04e-05,2.19e-05,2.43e-06,117,212,9,122.4580988,248.6208738,34.82949321,0.305771652,1.135995575,4.335428398,0.091837331,0.908159695,2.97e-06,"ENSG00000151726",2180
"ACSL5","10",21,114136067,114187116,2220,9.24e-06,2.02e-05,1.91e-06,99,237,9,112.6876753,235.7540899,30.06962847,0.7993586,-0.039688987,3.806121011,0.016763711,0.983194812,4.15e-05,"ENSG00000197142",51703
"ACSL6","5",21,131289926,131347246,2169,9.51e-06,2.25e-05,2.01e-06,114,210,8,111.7501874,253.3468481,30.31347847,-0.131937796,1.332035451,4.014570388,0.088562272,0.911422111,1.56e-05,"ENSG00000164398",23305
"ACSM1","16",13,20634807,20702510,1734,7.03e-06,1.7e-05,1.78e-06,72,221,17,84.05490341,196.3746577,25.36044306,0.815138695,-0.859518532,1.644525327,4.37e-09,0.799693256,0.200306739,"ENSG00000166743",116285
"ACSM2A","16",13,20471436,20498000,1734,6.55e-06,1.65e-05,2.06e-06,51,151,14,78.92011344,189.9535286,28.5110797,1.948375854,1.382417721,2.692046668,2.49e-06,0.99543976,0.004557753,"ENSG00000183747",123876
"ACSM2B","16",13,20548579,20576167,1734,6.5e-06,1.63e-05,2.07e-06,52,126,13,76.30149305,182.7721306,27.43532609,1.724709063,2.053981052,2.729991002,8.66e-06,0.996228129,0.003763212,"ENSG00000066813",348158
"ACSM3","16",13,20781356,20808294,1761,5.94e-06,1.51e-05,1.79e-06,72,190,17,72.52163456,175.584465,25.6361244,0.037973294,-0.532112129,1.689594079,4.98e-09,0.822359994,0.177640001,"ENSG00000005187",6296
"ACSM4","12",13,7456927,7480969,1743,6.61e-06,1.69e-05,1.76e-06,68,190,18,68.79771178,168.5639711,21.49879394,0.059622133,-0.807565563,0.747482479,4.67e-11,0.188565925,0.811434075,"ENSG00000215009",341392
"ACSM5","16",13,20422806,20451749,1740,8.02e-06,1.82e-05,1.58e-06,106,214,15,95.14668797,209.3845327,22.98227873,-0.689786786,-0.156013782,1.649377501,5.09e-08,0.838533958,0.161465991,"ENSG00000183549",54988
"ACSS1","20",14,24988397,25038738,2070,1.33e-05,2.72e-05,1.69e-06,117,192,9,143.2707203,289.9459081,23.38745613,1.360637473,2.813482612,2.947014059,0.001396696,0.997081764,0.001521539,"ENSG00000154930",84532
"ACSS2","20",19,33464448,33515017,2145,8.95e-06,2.35e-05,1.97e-06,76,214,20,92.26206316,232.8785074,28.58840361,1.04957497,0.605088948,1.591135644,8.97e-11,0.691620979,0.308379021,"ENSG00000131069",55902
"ACSS3","12",16,81471899,81648701,2061,9.25e-06,2.09e-05,1.83e-06,98,226,20,106.7399054,235.3989589,26.76506795,0.524436025,0.29963724,1.295321923,3e-11,0.457248944,0.542751056,"ENSG00000111058",79611
"ACTA1","1",6,229567245,229568862,1134,1.13e-05,1.91e-05,7.5e-07,68,32,5,125.0851374,208.9159204,10.61247016,3.164239974,5.986839101,1.706614647,0.008026632,0.929800747,0.062172621,"ENSG00000143632",58
"ACTBL2","5",1,56777403,56778534,1131,4.89e-06,1.27e-05,6.83e-07,61,160,12,55.79429,143.885934,8.16323945,-0.432050529,-0.657072714,-1.330218802,6.02e-10,0.017979519,0.98202048,"ENSG00000169067",345651
"ACTL10","20",1,32255303,32256041,738,7.11e-06,1.34e-05,3.36e-07,37,95,4,61.20583112,115.2025425,3.196319084,1.918107914,0.920641684,-0.445295435,0.001052601,0.375410156,0.623537243,"ENSG00000288649",170487
"ACTL7A","9",1,111624602,111625910,1308,7.76e-06,1.56e-05,6.8e-07,99,198,8,88.36547,176.78614,8.12367776,-0.701336518,-0.780392172,0.042983813,6.78e-06,0.280593405,0.719399813,"ENSG00000187003",10881
"ACTL7B","9",1,111616962,111618210,1248,1.08e-05,1.85e-05,4.33e-07,85,163,6,122.7193,209.9626897,5.32129914,2.110846946,1.585252194,-0.291446775,6.6e-05,0.287732126,0.712201878,"ENSG00000148156",10880
"ACTL8","1",2,18149503,18153014,1101,7.01e-06,1.48e-05,6.33e-07,83,127,3,80.28909,167.963038,8.01475246,-0.187558302,1.545971196,1.754664768,0.077144246,0.872399351,0.050456403,"ENSG00000117148",81569
"ACTL9","19",1,8807800,8809051,1251,1.06e-05,1.93e-05,5.37e-07,81,174,3,120.4267,219.487656,6.50694426,2.227298554,1.501776673,1.361852323,0.042627929,0.847253733,0.110118338,"ENSG00000181786",284382
"ACTR10","14",13,58666935,58701269,1254,4.79e-06,1.18e-05,1.2e-06,60,114,7,55.77578109,132.0345914,17.85573519,-0.350649435,0.767677972,2.54483765,0.004736237,0.988954519,0.006309244,"ENSG00000131966",55860
"ACTR1B","2",11,98273320,98280353,1131,7.66e-06,1.61e-05,1.42e-06,76,136,6,84.73882158,175.1603875,18.58777111,0.588519749,1.447256888,2.892176971,0.031660126,0.966413138,0.001926736,"ENSG00000115073",10120
"ACTR3C","7",6,149946074,149992385,633,3.37e-06,6.98e-06,5.72e-07,12,38,5,31.28527007,62.55494066,6.61745988,2.13749605,1.518533995,0.622841502,0.001231511,0.635607514,0.363160974,"ENSG00000106526",653857
"ACTR5","20",9,37377121,37400459,1824,1.04e-05,2.26e-05,1.26e-06,104,201,18,97.16109194,219.0149127,17.07369366,-0.430120503,0.595403724,-0.222065241,1e-12,0.021131462,0.978868538,"ENSG00000101442",79913
"ACTR6","12",11,100594629,100617693,1191,3.73e-06,1.03e-05,1.18e-06,39,87,7,46.62018144,120.4061006,17.82731613,0.691875223,1.489079893,2.540197733,0.004685943,0.98890809,0.006405967,"ENSG00000075089",64431
"ACTR8","3",13,53902745,53916128,1875,7.94e-06,1.88e-05,2.23e-06,78,180,17,83.04306677,196.8767948,28.9463816,0.343077911,0.58831416,2.199525091,2.01e-08,0.96477119,0.03522879,"ENSG00000113812",93973
"ACTRT1","X",1,127185054,127186185,1131,4.33e-06,1.05e-05,4.14e-07,42,106,2,34.12661,82.4284383,3.59757212,-0.83553501,-1.269890435,0.834344518,0.064112936,0.7271634,0.208723665,"ENSG00000123165",139741
"ACTRT2","1",1,2938250,2939384,1134,8.13e-06,1.41e-05,3.78e-07,88,169,3,92.4895,160.6507902,4.702033,0.289401778,-0.322195812,0.777525854,0.018722461,0.730881456,0.250396084,"ENSG00000169717",140625
"ACTRT3","3",2,169485219,169487308,1119,5.27e-06,1.14e-05,4.34e-07,41,114,5,58.69457994,126.271298,5.60933994,1.431827514,0.534139575,0.254855178,0.000670124,0.504255395,0.495074481,"ENSG00000184378",84517
"ACVR1C","2",9,158390429,158485156,1482,5.79e-06,1.42e-05,1.44e-06,76,125,6,64.8440754,156.9129402,19.55603314,-0.858854605,1.24610143,3.036560415,0.044891005,0.953978201,0.001130794,"ENSG00000123612",130399
"ACVRL1","12",9,52306258,52314677,1512,9.13e-06,1.93e-05,1.12e-06,90,132,6,96.86007256,199.6037949,14.85904662,0.432121242,2.3404706,2.276571022,0.007941072,0.977623496,0.014435431,"ENSG00000139567",94
"ACY1","3",14,52018080,52023091,1227,5.68e-06,1.45e-05,9.84e-07,60,160,9,66.66424192,161.9133414,15.85195206,0.506003631,0.07354587,1.704757638,7.69e-05,0.91964894,0.080274142,"ENSG00000243989",95
"ACY3","11",6,67410194,67414514,960,6.21e-06,1.24e-05,6.99e-07,64,126,10,62.25923364,120.9812877,9.299998992,-0.136769408,-0.223176561,-0.227377198,1.88e-07,0.135886661,0.86411315,"ENSG00000132744",91703
"ACYP2","2",4,54342835,54531939,300,1.23e-06,2.98e-06,2.6e-07,15,46,5,13.32385315,30.88811747,4.01265982,-0.284673794,-1.32996192,-0.488247882,0.000220645,0.301669892,0.698109463,"ENSG00000170634",98
"ADA","20",12,43248474,43280248,1092,5.8e-06,1.23e-05,1.08e-06,69,134,14,63.53784912,129.7781837,15.34046702,-0.424812035,-0.181264702,0.339020957,2.83e-09,0.156267776,0.843732221,"ENSG00000196839",100
"ADAD2","16",11,84224836,84230580,1998,1.39e-05,2.66e-05,1.27e-06,186,348,9,129.2849674,248.6331366,15.52446403,-3.092241043,-3.082326964,1.640310972,6.7e-05,0.905678277,0.094254705,"ENSG00000140955",161931
"ADAL","15",9,43627305,43644143,987,3.34e-06,7.85e-06,6.95e-07,28,66,11,29.13988487,65.87956824,8.446281269,0.130907564,-0.007257312,-0.870422251,8.52e-09,0.044008879,0.955991112,"ENSG00000168803",161823
"ADAM11","17",27,42836567,42857122,2310,1.47e-05,3.1e-05,2.86e-06,111,200,11,152.069932,316.8007801,39.95021776,2.06467384,3.209734824,4.537137917,0.024736381,0.975262666,9.52e-07,"ENSG00000073670",4185
"ADAM15","1",23,155023862,155034978,2592,1.22e-05,2.84e-05,2.84e-06,117,290,24,135.7631604,310.0677728,39.63974981,0.998309892,0.557426913,2.460673878,1.08e-11,0.974966019,0.025033981,"ENSG00000143537",8751
"ADAM18","8",20,39442141,39587459,2220,7.17e-06,1.82e-05,1.71e-06,99,276,28,85.56443191,204.3594894,26.38344271,-0.900448516,-2.451194024,-0.311756179,1.53e-19,0.001447337,0.998552663,"ENSG00000168619",8749
"ADAM19","5",23,156907956,157002704,2757,1.41e-05,3.07e-05,2.86e-06,139,257,16,147.461579,312.2645389,38.72006203,0.431978826,1.529682877,3.616855481,4.2e-06,0.999906953,8.88e-05,"ENSG00000135074",8728
"ADAM2","8",20,39602378,39695704,2208,7.23e-06,1.84e-05,1.76e-06,114,276,23,88.69707255,213.1461071,27.57451247,-1.665580516,-2.105765189,0.862939991,7.21e-14,0.114372503,0.885627497,"ENSG00000104755",2515
"ADAM20","14",1,70989293,70991624,2331,7.33e-06,1.94e-05,1.03e-06,107,277,13,83.45486,219.6767571,12.07219307,-1.597809206,-1.891711133,-0.264517386,1.8e-09,0.064688329,0.935311669,"ENSG00000134007",8748
"ADAM21","14",1,70924216,70926385,2169,7.24e-06,1.83e-05,1.04e-06,67,161,5,82.47071,207.5638579,12.14758428,1.056111661,1.580846879,2.031440171,0.014672876,0.957258248,0.028068876,"ENSG00000139985",8747
"ADAM28","8",23,24151662,24211917,2328,7.85e-06,1.97e-05,2.02e-06,110,279,28,95.6852363,227.1099655,31.73796995,-0.907216699,-1.684155058,0.657258063,1.97e-17,0.025057625,0.974942375,"ENSG00000042980",10863
"ADAM29","4",1,175896676,175899139,2463,7.64e-06,2.13e-05,1.14e-06,110,273,11,86.98452,241.3861162,13.33775469,-1.52984882,-0.995264229,0.634084688,4.69e-07,0.388971687,0.611027843,"ENSG00000168594",11086
"ADAM30","1",1,120436586,120438959,2373,8.37e-06,2.2e-05,1.33e-06,122,269,7,95.30503,249.4185542,15.50176784,-1.695200192,-0.606451078,2.138987943,0.001938073,0.97602033,0.022041597,"ENSG00000134249",11085
"ADAM32","8",25,38965294,39142318,2364,8.09e-06,2.02e-05,2.39e-06,85,215,17,75.84019894,181.0448127,27.58757555,-0.65205724,-1.234325542,1.996776504,1.17e-08,0.929586072,0.070413916,"ENSG00000197140",203102
"ADAM33","20",22,3649609,3662651,2442,1.7e-05,3.31e-05,2.46e-06,102,254,21,141.3537301,278.9505342,28.63991808,2.052019196,0.730688256,1.414140397,1.31e-11,0.51633007,0.48366993,"ENSG00000149451",80332
"ADAM7","8",22,24298621,24366059,2265,7.96e-06,1.93e-05,2.03e-06,99,270,23,98.27134427,225.9158084,31.83442912,-0.045568104,-1.434584465,1.551027994,1.74e-12,0.559895879,0.440104121,"ENSG00000069206",8756
"ADAM8","10",23,135076659,135090321,2475,1.78e-05,3.61e-05,2.32e-06,173,316,15,146.1581191,299.3016451,25.48851932,-1.376420871,-0.472103035,2.057934595,1.48e-07,0.952266371,0.047733481,"ENSG00000151651",101
"ADAMDEC1","8",14,24242017,24262811,1413,5.15e-06,1.25e-05,1.33e-06,67,169,16,62.87290266,143.8573034,20.47729405,-0.322673055,-1.025327008,0.980096902,1.76e-09,0.385126558,0.614873441,"ENSG00000134028",27299
"ADAMTS12","5",24,33527292,33891961,4785,1.97e-05,4.68e-05,3.48e-06,246,550,26,232.6993691,539.0797428,49.34418328,-0.54053404,-0.230051214,3.29192806,1.54e-11,0.999347073,0.000652927,"ENSG00000151388",81792
"ADAMTS13","9",29,136287563,136324302,4284,2.61e-05,5.76e-05,3.37e-06,224,471,24,253.7876568,567.8947595,44.89781902,1.159180684,1.9887627,3.089427689,7.88e-11,0.998477308,0.001522692,"ENSG00000160323",11093
"ADAMTS14","10",22,72432558,72520609,3681,2.03e-05,4.65e-05,3.53e-06,227,497,18,221.5215339,499.9205152,45.96412861,-0.228193486,0.063888568,4.085840606,2.33e-06,0.999989194,8.47e-06,"ENSG00000138316",140766
"ADAMTS16","5",23,5140580,5319251,3675,1.94e-05,4.32e-05,3.35e-06,217,456,14,205.6696839,455.0267085,44.75770583,-0.489785256,-0.022317458,4.554175083,0.001086503,0.998912754,7.44e-07,"ENSG00000145536",170690
"ADAMTS17","15",22,100514606,100882104,3288,2.56e-05,4.89e-05,3.71e-06,252,441,24,211.9977758,402.795506,42.97409595,-1.703207854,-0.931083609,2.867130123,3.83e-11,0.995733613,0.004266387,"ENSG00000140470",170691
"ADAMTS18","16",23,77317852,77468592,3666,1.78e-05,3.89e-05,4.46e-06,266,550,33,189.3357959,418.7887256,57.96081329,-3.454026838,-3.136102126,3.247739585,3.74e-15,0.99860062,0.00139938,"ENSG00000140873",170692
"ADAMTS20","12",39,43748011,43945724,5733,2.02e-05,5.23e-05,6.12e-06,213,674,52,218.8099381,541.5260347,75.36217055,0.243491929,-2.784437546,2.665791502,4.85e-26,0.78318392,0.21681608,"ENSG00000173157",80070
"ADAMTS3","4",22,73148852,73434479,3618,1.29e-05,3.49e-05,3.22e-06,167,422,18,153.9010984,401.2357825,45.25643621,-0.6545809,-0.507027825,4.013456891,1.79e-06,0.999985819,1.24e-05,"ENSG00000156140",9508
"ADAMTS4","1",9,161160927,161168417,2514,1.28e-05,3.07e-05,1.7e-06,135,299,8,144.4280067,343.9656484,22.6359895,0.486343756,1.185876163,3.047277672,0.00546594,0.993483192,0.001050868,"ENSG00000158859",9507
"ADAMTS7","15",24,79051762,79103562,5061,3.47e-05,7.25e-05,4.1e-06,308,626,19,310.7709214,647.5073644,44.881225,0.097442889,0.413410987,3.826856762,2.99e-07,0.999966964,3.27e-05,"ENSG00000136378",11173
"ADAMTS8","11",9,130275452,130298181,2670,2.03e-05,3.76e-05,1.7e-06,135,302,15,172.699889,329.0639133,20.05695465,1.778458056,0.729737638,1.118526604,1.06e-08,0.519106063,0.480893926,"ENSG00000134917",11095
"ADAMTS9","3",39,64507846,64673333,5808,2.69e-05,6.31e-05,6.22e-06,337,688,28,311.0825225,712.0372555,85.4910327,-0.910971409,0.440606364,6.159274339,4.23e-07,0.999999577,1.13e-11,"ENSG00000163638",56999
"ADAMTSL1","9",29,18474230,18908546,5289,2.83e-05,6.18e-05,4.5e-06,357,719,18,292.0375732,628.0497291,55.68012812,-2.356633792,-1.775102866,5.00209515,8.83e-05,0.999911689,4.59e-08,"ENSG00000178031",92949
"ADAMTSL2","9",18,136401834,136439986,2856,2.31e-05,4.22e-05,2.43e-06,67,99,4,72.0728615,130.6849295,12.07396645,0.370438804,1.355676592,2.301715623,0.071058667,0.916004048,0.012937285,"ENSG00000197859",9719
"ADAMTSL3","15",29,84324513,84706558,5076,1.95e-05,5.06e-05,4.6e-06,240,600,25,227.6684653,571.7709115,62.12967367,-0.506656824,-0.577434211,4.666177961,9.55e-09,0.999999675,3.15e-07,"ENSG00000156218",57188
"ADAMTSL4","1",17,150524764,150532672,3225,1.57e-05,4.05e-05,2.98e-06,183,468,29,176.4196806,444.4965365,38.7559549,-0.307129549,-0.545274024,1.552352187,7.09e-16,0.34016242,0.65983758,"ENSG00000143382",54507
"ADAMTSL5","19",11,1506013,1510942,1416,1.03e-05,2.28e-05,1.46e-06,73,198,15,86.90809634,183.0800753,15.52252818,0.924883783,-0.539338988,0.131376645,3.22e-10,0.086390501,0.913609499,"ENSG00000185761",339366
"ADAP2","17",11,29249032,29284887,1146,5.48e-06,1.32e-05,1.36e-06,48,101,10,51.23241311,125.9051627,18.40269282,0.279964873,1.08563702,1.940293738,3.98e-05,0.954235132,0.045725041,"ENSG00000184060",55803
"ADAT1","16",9,75634113,75654697,1509,5.94e-06,1.35e-05,1.36e-06,92,232,17,71.124888,156.5871094,19.17467064,-1.53450196,-2.947705672,0.491948055,6.8e-11,0.125935813,0.874064187,"ENSG00000065457",23536
"ADAT2","6",6,143749599,143771795,576,2.9e-06,6.29e-06,6.3e-07,32,58,11,34.98009421,72.56940219,9.465735827,0.312369347,0.836529621,-0.493983741,2.09e-08,0.073719475,0.926280504,"ENSG00000189007",134637
"ADAT3","19",1,1912046,1913150,1104,1.22e-05,2.24e-05,3.9e-07,58,138,4,96.0745323,176.5941961,3.358437414,2.408129481,1.420529558,-0.346784894,0.001179647,0.395969706,0.602850647,"ENSG00000213638",113179
"ADCK1","14",10,78285321,78399734,1572,8.51e-06,1.87e-05,1.28e-06,99,233,15,100.653013,215.8680797,18.71162274,0.102143079,-0.570332061,0.849958663,4.23e-09,0.343895615,0.656104381,"ENSG00000063761",57143
"ADCK2","7",8,140373130,140394603,1881,1.11e-05,2.26e-05,1.32e-06,104,184,9,127.1628393,256.0650686,17.81692144,1.273387268,2.202755429,2.069142076,0.000169238,0.970344681,0.029486081,"ENSG00000133597",90956
"ADCY10","1",32,167778914,167874378,4833,1.66e-05,4.19e-05,4.21e-06,205,516,47,199.7980733,484.3804042,60.68003885,-0.228147503,-0.702715464,1.73961895,5.85e-26,0.060095378,0.939904622,"ENSG00000143199",55811
"ADCY3","2",21,25042800,25141856,3435,2.09e-05,4.45e-05,2.71e-06,238,345,12,235.7427466,492.5638275,36.57785726,-0.091142229,3.252108494,4.025544602,0.001379301,0.998607817,1.29e-05,"ENSG00000138031",109
"ADCY4","14",25,24787621,24803858,3234,1.87e-05,3.94e-05,2.84e-06,177,336,26,190.3810638,401.7858608,38.68419382,0.601214393,1.605284198,2.020160018,2.38e-13,0.833269512,0.166730488,"ENSG00000129467",196883
"ADCY7","16",25,50322090,50349416,3243,2.23e-05,4.42e-05,2.42e-06,246,370,10,233.1279426,456.5174895,34.62999277,-0.522638928,1.980577178,4.145985122,0.017721208,0.982271061,7.73e-06,"ENSG00000121281",113
"ADCY8","8",18,131792635,132052579,3756,2.1e-05,4.4e-05,2.9e-06,180,363,12,228.5105388,475.4416407,38.6469634,1.989446346,2.52228931,4.245997464,0.002985662,0.997010105,4.23e-06,"ENSG00000155897",114
"ADCYAP1R1","7",16,31102880,31146298,1491,6.47e-06,1.5e-05,1.68e-06,75,130,9,73.62871881,160.7181636,23.26633597,-0.099072244,1.185167337,2.929801165,0.001334785,0.997041489,0.001623726,"ENSG00000078549",117
"ADH1A","4",9,100197780,100212071,1128,4.11e-06,1.01e-05,6.23e-07,48,129,11,50.3416413,118.7446906,10.82608115,0.204600113,-0.46031775,-0.05236013,6.69e-08,0.141801803,0.85819813,"ENSG00000187758",124
"ADH4","4",9,100045592,100065373,1143,3.85e-06,9.56e-06,7.13e-07,44,134,9,46.13433979,108.9843432,11.17622262,0.194805361,-1.172052714,0.644830351,7.01e-06,0.481923936,0.51806905,"ENSG00000198099",127
"ADH5","4",9,99993567,100009851,1125,4.02e-06,1e-05,8.27e-07,34,96,10,45.26062998,107.1156625,11.28228062,1.037652241,0.525323421,0.378158884,9.11e-07,0.313157521,0.686841567,"ENSG00000197894",128
"ADH6","4",9,100125375,100140309,1128,3.6e-06,9.24e-06,6.72e-07,49,118,6,44.574363,108.4184428,11.38288578,-0.410944334,-0.450093753,1.580442253,0.002016524,0.910993316,0.08699016,"ENSG00000172955",130
"ADH7","4",9,100334304,100356261,1185,4.16e-06,1.07e-05,7.22e-07,49,156,12,48.25613751,117.9897815,10.97433678,-0.06638414,-1.711569089,-0.306694032,7.33e-09,0.07650427,0.923495723,"ENSG00000196344",131
"ADHFE1","8",14,67344751,67380587,1404,6.5e-06,1.42e-05,1.3e-06,72,182,10,74.16578887,155.043996,18.3360005,0.155906421,-1.058874354,1.928391221,3.88e-05,0.952647752,0.047313467,"ENSG00000147576",137872
"ADI1","2",4,3502733,3523258,540,3.87e-06,8.15e-06,4.77e-07,28,77,4,35.63049027,73.49325621,6.071382627,0.792484972,-0.200076567,0.832733861,0.006029451,0.733727135,0.260243415,"ENSG00000182551",55256
"ADIPOQ","3",2,186570847,186572493,735,3.33e-06,7.3e-06,3.86e-07,35,94,8,37.50174392,81.51441933,5.109734695,0.253259602,-0.676406829,-1.266567239,5.62e-07,0.071757633,0.928241805,"ENSG00000181092",9370
"ADIRF","10",3,88728301,88730339,231,1.37e-06,2.33e-06,1.92e-07,9,23,2,11.21646902,19.0974269,2.305544161,0.410282691,-0.436797061,0.199331959,0.033386817,0.613932293,0.352680889,"ENSG00000148671",10974
"ADM2","22",2,50920276,50921332,447,2.72e-06,6.45e-06,5.49e-07,24,52,3,18.28395882,44.38508347,4.308769697,-0.828723302,-0.559066351,0.624563048,0.015300038,0.69191504,0.292784922,"ENSG00000128165",79924
"ADM5","19",2,50193094,50193750,462,3.39e-06,7.01e-06,4.93e-07,15,23,2,15.26045208,29.59094381,2.454618713,0.041332353,0.592631003,0.287438535,0.036214399,0.629815191,0.33397041,"ENSG00000224420",199800
"ADORA1","1",2,203097969,203135028,981,6.36e-06,1.25e-05,3.64e-07,69,82,3,72.92674,141.9430219,4.95909949,0.285061266,2.460922639,0.871454607,0.021258038,0.75379434,0.224947623,"ENSG00000163485",134
