"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"ANKRD17","4",34,73941947,74124385,7812,3.02e-05,7.01e-05,4.91e-06,336,487,2,345.0148326,787.8246337,68.30257567,0.300875401,5.242217587,7.946969695,1,3.51e-10,8.18e-26,"ENSG00000132466",26057
"ANKRD28","3",28,15711776,15900910,3162,1.21e-05,2.81e-05,2.71e-06,127,273,2,125.9766078,277.7208739,35.62591073,-0.056526218,0.138559714,5.580598406,0.99992881,7.12e-05,6.93e-13,"ENSG00000206560",23243
"ANKRD34A","1",1,145473328,145474819,1491,1.19e-05,2.41e-05,9.36e-07,88,111,0,134.9556,273.4945672,11.02642843,2.505771493,4.805969547,3.289327798,0.974591387,0.025379702,2.89e-05,"ENSG00000272031",284615
"ANKRD46","8",4,101522804,101542061,699,2.67e-06,6.37e-06,7.02e-07,27,36,0,29.441898,67.9892028,7.77367387,0.278993744,1.897578966,2.761867597,0.918715846,0.080756505,0.000527649,"ENSG00000186106",157567
"ANKRD50","4",3,125590141,125631666,4290,1.44e-05,3.67e-05,2.91e-06,202,390,6,164.382493,416.8736137,34.19098494,-1.818911584,0.643783987,4.775777648,0.918119609,0.081880354,3.75e-08,"ENSG00000151458",57182
"ANKRD52","12",28,56636925,56652053,3231,1.78e-05,3.7e-05,2.68e-06,182,196,1,188.0116619,372.1749738,35.96988634,0.271803023,4.466703676,5.77582994,0.999987967,1.2e-05,4.51e-14,"ENSG00000139645",283373
"ANKS1B","12",26,99129337,100378015,3747,1.39e-05,3.22e-05,3.11e-06,166,269,6,153.0702631,342.4421852,40.889979,-0.647876751,1.941191837,5.40482896,0.992771668,0.007228332,9.07e-11,"ENSG00000185046",56899
"ANLN","7",24,36429635,36492209,3375,1.11e-05,3.08e-05,3.07e-06,141,367,8,133.884931,351.6395077,43.20782059,-0.381210354,-0.400657239,5.305760292,0.923521452,0.076478547,1.29e-09,"ENSG00000011426",54443
"ANO1","11",26,69924712,70034110,2961,2.03e-05,3.9e-05,2.97e-06,177,282,5,198.2105761,367.5813081,36.59983968,0.933982958,2.183326445,5.174101673,0.99308464,0.006915359,4.02e-10,"ENSG00000131620",55107
"ANO8","19",18,17434325,17445479,3699,3.04e-05,6.06e-05,2.89e-06,171,285,4,254.89336,517.597671,32.13336529,3.257601832,5.000641441,4.916242214,0.992936317,0.007063681,2.09e-09,"ENSG00000074855",57719
"ANP32A","15",7,69072419,69113090,750,4.26e-06,7.99e-06,8.29e-07,35,31,0,44.57153569,82.98816996,10.94972499,0.88879683,2.791340841,3.277866032,0.973870036,0.026098984,3.1e-05,"ENSG00000140350",8125
"ANP32B","9",7,100745837,100777713,756,2.87e-06,6.03e-06,7.52e-07,27,37,0,27.0665135,55.82108362,9.600318657,0.007925383,1.232145153,3.06925184,0.957395493,0.042500382,0.000104126,"ENSG00000136938",10541
"ANP32E","1",7,150192992,150208134,807,2.87e-06,6.29e-06,8.21e-07,30,48,0,33.51801467,70.08400836,11.28926045,0.376710235,1.290282822,3.328299736,0.976918663,0.023058527,2.28e-05,"ENSG00000143401",81611
"ANTXR1","2",18,69240631,69472617,1695,8.23e-06,1.84e-05,1.69e-06,101,152,3,92.13451878,199.3821723,25.7407262,-0.572585734,1.641302181,4.440007058,0.985283203,0.014716734,6.25e-08,"ENSG00000169604",84168
"AP1B1","22",22,29724809,29763232,2850,1.65e-05,3.31e-05,2.12e-06,179,225,4,187.6200027,370.5457079,31.6610786,0.390137034,3.698238651,4.869629753,0.991583129,0.008416868,3.21e-09,"ENSG00000100280",162
"AP1G1","16",23,71766960,71823382,2478,8.35e-06,2.32e-05,3.06e-06,108,187,3,101.8859537,265.8564543,42.92548329,-0.375506653,2.365539856,6.036459402,0.999975846,2.42e-05,1.01e-14,"ENSG00000166747",164
"AP2A1","19",24,50270390,50310015,2934,2.15e-05,4.14e-05,2.36e-06,172,164,1,192.9384785,368.8998001,29.17555587,0.934513425,5.217996797,5.167168299,0.99984728,0.00015272,2.2e-11,"ENSG00000196961",160
"AP2A2","11",22,926021,1010625,2820,1.98e-05,3.76e-05,2.5e-06,179,191,1,183.2088733,345.416313,31.34759974,0.192772366,4.063854917,5.369228578,0.999932215,6.78e-05,3.04e-12,"ENSG00000183020",161
"AP2B1","17",21,33921049,34050718,2856,1.03e-05,2.6e-05,2.06e-06,109,124,2,123.996501,298.9382786,31.50196061,0.834900463,4.948922564,5.20681089,0.999667233,0.000332767,2.97e-11,"ENSG00000006125",163
"AP2M1","3",11,183894781,183901404,1308,6.21e-06,1.57e-05,1.4e-06,56,18,1,71.78047965,175.6515735,19.29721374,1.154692935,5.818202691,4.125981647,0.993893174,0.006106649,1.77e-07,"ENSG00000161203",1173
"AP2S1","19",5,47341703,47354023,429,2.42e-06,5.53e-06,5.24e-07,21,5,0,28.94257252,63.7484896,7.801472389,0.915254653,3.59897004,2.766801293,0.919495985,0.079989124,0.000514891,"ENSG00000042753",1175
"AP3B1","5",27,77298725,77590403,3285,1.09e-05,2.73e-05,2.88e-06,117,325,6,130.5554158,310.8137103,42.09733099,0.735469058,-0.393582252,5.511089815,0.99538603,0.00461397,3.03e-11,"ENSG00000132842",8546
"AP3B2","15",26,83328311,83378458,3249,1.82e-05,3.86e-05,2.71e-06,177,243,5,176.7843557,375.6733781,35.62308517,-0.01005255,3.348074232,5.082447403,0.99006557,0.009934429,9.76e-10,"ENSG00000103723",8120
"AP4E1","15",21,51200975,51294859,3414,1.17e-05,2.66e-05,2.73e-06,146,319,6,132.8633717,295.798378,38.1154225,-0.706528681,-0.659836783,5.152914625,0.979862099,0.0201379,1.12e-09,"ENSG00000081014",23431
"APBB1","11",13,6416763,6432577,2127,1.06e-05,2.46e-05,1.54e-06,130,207,2,119.8054255,269.3887573,21.66641886,-0.577406209,1.859230564,4.185250476,0.986993652,0.01300612,2.28e-07,"ENSG00000166313",322
"APC","5",15,112090587,112179823,8532,2.61e-05,7.16e-05,6.26e-06,365,899,7,299.9239924,812.1673014,76.10277332,-2.329510416,-1.490311345,7.846661726,0.999999928,7.23e-08,1.2e-23,"ENSG00000134982",324
"APC2","19",14,1453000,1470212,6912,7.09e-05,0.000129455,4.31e-06,381,602,1,490.7805002,896.7696114,34.68161492,3.072069347,4.814583416,5.66543097,0.999980518,1.95e-05,1.46e-13,"ENSG00000115266",10297
"API5","11",14,43333677,43364060,1575,5.37e-06,1.36e-05,1.82e-06,61,90,1,65.78387619,158.6630453,26.31535042,0.365653721,2.66625328,4.888426031,0.999555019,0.000444981,2.98e-10,"ENSG00000166181",8539
"APPBP2","17",13,58524941,58603292,1758,5.99e-06,1.54e-05,1.68e-06,74,90,1,73.17380778,179.7330554,24.34675301,-0.059875831,3.273822113,4.687007982,0.999071283,0.000928715,1.79e-09,"ENSG00000062725",10513
"AQR","15",35,35148992,35261814,4458,1.4e-05,3.99e-05,4.53e-06,185,322,6,169.5837668,458.0698315,64.22529723,-0.733896044,3.109656058,7.196947409,0.99999882,1.18e-06,5.35e-20,"ENSG00000021776",9716
"AR","X",8,66764988,66943683,2763,1.81e-05,3.3e-05,1.92e-06,112,165,0,115.5105777,212.2516773,15.37770769,0.202497594,1.586383659,3.884503581,0.99490981,0.00508963,5.6e-07,"ENSG00000169083",367
"ARAP3","5",32,141033516,141060053,4635,2.06e-05,5.43e-05,4e-06,237,495,10,231.5515049,587.3813424,54.43945934,-0.221974262,1.864405812,5.966251333,0.967505029,0.032494971,6.14e-12,"ENSG00000120318",64411
"ARC","8",1,143694441,143695632,1191,1.14e-05,2.07e-05,8.14e-07,68,75,0,105.6436432,190.9699069,7.847255331,2.270487217,4.104679664,2.774907914,0.920765734,0.078739727,0.000494539,"ENSG00000198576",23237
"ARCN1","11",10,118443262,118471429,1536,5.52e-06,1.44e-05,1.86e-06,57,106,0,66.25700734,166.4708048,24.82986099,0.705024656,2.292414435,4.936019063,0.999850871,0.000149129,1.03e-10,"ENSG00000095139",372
"ARF4","3",6,57557938,57582867,543,1.6e-06,4.77e-06,5.21e-07,18,21,0,20.42749842,55.80008411,8.266736428,0.332966904,2.278658513,2.848109793,0.9315625,0.068096072,0.000341428,"ENSG00000168374",378
"ARFGEF1","8",39,68111168,68255522,5550,1.78e-05,4.61e-05,5.02e-06,223,301,6,210.880719,522.1882877,71.08977194,-0.51737875,4.734401093,7.647136953,0.999999909,9.06e-08,1.03e-22,"ENSG00000066777",10565
"ARFGEF2","20",39,47538426,47649736,5358,2.24e-05,5.32e-05,5.09e-06,231,454,6,261.7912384,599.3637349,72.11444256,1.179773299,2.904204457,7.712140116,0.999999938,6.17e-08,4.04e-23,"ENSG00000124198",10564
"ARFIP2","11",7,6498342,6501651,1026,4.34e-06,1.07e-05,9.93e-07,55,79,1,47.39418835,114.6403869,13.18300172,-0.684908267,1.628134422,3.323815451,0.94293271,0.057023224,4.41e-05,"ENSG00000132254",23647
"ARGLU1","13",4,107196343,107220267,822,4.55e-06,1.43e-05,1.54e-06,54,36,1,52.34868369,161.4102073,18.66167815,-0.141490685,4.828184149,4.049918289,0.992267193,0.007732492,3.15e-07,"ENSG00000134884",55082
"ARHGAP17","16",20,24931450,25026582,2646,1.27e-05,2.7e-05,2.26e-06,147,260,4,143.1683725,294.2041003,31.3247011,-0.198520825,0.975371997,4.83617095,0.990465511,0.009534485,4.36e-09,"ENSG00000140750",55114
"ARHGAP21","10",25,24873340,25010828,5877,2.28e-05,5.53e-05,5.11e-06,236,479,9,266.2134528,631.2101585,67.26377051,1.147983071,2.963283589,7.037163704,0.999946673,5.33e-05,4.76e-18,"ENSG00000107863",57584
"ARHGAP26","5",23,142150326,142602011,2445,1.13e-05,2.51e-05,2.55e-06,104,197,4,130.9780251,282.2067858,37.02563983,1.461369526,2.480886983,5.376375909,0.9988598,0.0011402,2.44e-11,"ENSG00000145819",23092
"ARHGAP29","1",22,94639424,94697167,3786,1.16e-05,3.15e-05,3.18e-06,124,370,3,137.6755115,359.3626427,44.48379297,0.722544196,-0.274464058,6.1612272,0.999986514,1.35e-05,2.44e-15,"ENSG00000137962",105378858
"ARHGAP30","1",12,161017504,161039414,3306,1.23e-05,3.28e-05,2.08e-06,161,396,4,142.658577,371.0225919,28.1097791,-0.951991268,-0.634254378,4.504579432,0.968957888,0.031042032,7.98e-08,"ENSG00000186517",257106
"ARHGAP31","3",12,119013751,119135111,4335,1.86e-05,4.07e-05,2.76e-06,196,466,3,212.7853461,461.1436563,35.66008701,0.713358306,-0.110612403,5.417710955,0.999634466,0.000365534,7.55e-12,"ENSG00000031081",57514
"ARHGAP32","11",22,128838801,129062093,6264,2.52e-05,6.07e-05,4.1e-06,291,616,9,285.7834389,676.5303358,52.55153655,-0.191301554,1.138270924,5.951144036,0.98708852,0.01291148,3.11e-12,"ENSG00000134909",9743
"ARHGAP35","19",6,47421932,47503945,4500,1.95e-05,4.6e-05,2.66e-06,220,322,0,220.6060492,517.2819541,32.01163864,0.025293761,4.199668235,5.604587515,0.999989835,1.02e-05,1.48e-13,"ENSG00000160007",2909
"ARHGAP36","X",11,130215639,130222759,1644,7.31e-06,2.03e-05,1.27e-06,42,102,0,59.0172634,157.8209834,13.52709781,1.373249878,2.173360252,3.643275751,0.989879514,0.010117477,3.01e-06,"ENSG00000147256",158763
"ARHGAP4","X",23,153173182,153191656,2961,1.89e-05,4.1e-05,2.61e-06,152,243,2,118.3319658,248.2841389,21.04761081,-1.918737964,0.164026111,4.112717206,0.98366194,0.01633766,3.99e-07,"ENSG00000089820",393
"ARHGAP44","17",21,12693155,12893488,2457,1.31e-05,2.66e-05,2.55e-06,151,176,2,119.4894242,239.4992798,29.50883704,-1.787069548,2.006934545,5.016327465,0.999299004,0.000700995,1.82e-10,"ENSG00000006740",9912
"ARHGAP5","14",6,32559875,32624154,4509,1.34e-05,3.76e-05,2.5e-06,186,385,4,153.4305239,425.7201526,30.49757588,-1.630064147,0.965304263,4.752949483,0.987053698,0.012946293,9.23e-09,"ENSG00000100852",394
"ARHGAP6","X",13,11156982,11682948,2925,1.87e-05,3.52e-05,2.13e-06,113,163,1,118.1645734,223.928707,18.51820183,0.294538769,1.991514364,4.032550138,0.991844365,0.008155276,3.59e-07,"ENSG00000047648",395
"ARHGEF1","19",28,42388534,42410938,2784,1.73e-05,3.94e-05,2.66e-06,161,253,7,183.2877042,411.7806304,38.30739278,1.020582339,3.827198272,5.010664261,0.909497464,0.090502526,9.81e-09,"ENSG00000076928",9138
"ARHGEF11","1",41,156905791,157014122,4689,2.03e-05,5.07e-05,4.61e-06,224,518,9,238.0114879,568.0153001,67.19770326,0.563034665,1.026453606,7.032638874,0.999945339,5.47e-05,5.06e-18,"ENSG00000132694",9826
"ARHGEF12","11",41,120207952,120355786,4635,1.54e-05,4.33e-05,4.75e-06,185,361,7,186.9432318,495.7746849,68.88611833,0.08810735,2.960619764,7.386132434,0.999998926,1.07e-06,8.61e-21,"ENSG00000196914",23365
"ARHGEF17","11",21,73019683,73078825,6192,4.09e-05,8.68e-05,4.65e-06,402,758,10,454.1861769,959.6842999,59.66062726,1.518057313,3.184376024,6.36880515,0.995257099,0.004742901,5.43e-14,"ENSG00000110237",9828
"ARHGEF18","19",19,7504826,7535184,3522,2.61e-05,5.15e-05,2.38e-06,216,368,5,232.6706625,442.429899,29.45223264,0.677536256,1.730779288,4.463227767,0.908367516,0.091632236,2.47e-07,"ENSG00000104880",23370
"ARHGEF2","1",22,155917732,155948218,2961,1.49e-05,4e-05,3.52e-06,152,222,3,158.4965204,418.0308376,46.32861744,0.319903552,4.689608974,6.305794954,0.999993235,6.76e-06,4.54e-16,"ENSG00000116584",9181
"ARHGEF3","3",12,56763297,57069177,1677,7.52e-06,1.87e-05,1.96e-06,80,134,2,82.37842588,190.8721703,22.74434579,0.162454999,2.013470125,4.308763619,0.991271358,0.008728557,8.58e-08,"ENSG00000163947",50650
"ARHGEF6","X",22,135750187,135863041,2331,8.33e-06,1.97e-05,2.48e-06,75,139,2,71.63110092,158.881743,27.00249921,-0.246766847,0.771494805,4.766187243,0.998212123,0.001787876,1.79e-09,"ENSG00000129675",9459
"ARHGEF7","13",20,111767873,111944679,2412,1.36e-05,2.84e-05,1.89e-06,142,193,4,143.0012574,295.6264971,27.01573462,0.051909123,2.919472023,4.386378665,0.953985931,0.046013857,2.13e-07,"ENSG00000102606",8874
"ARHGEF9","X",10,62857907,62974192,1551,6.8e-06,1.64e-05,1.33e-06,52,47,0,47.71420973,110.9404416,12.13304994,-0.384641797,2.969251133,3.450441642,0.983065394,0.016923964,1.06e-05,"ENSG00000131089",23229
"ARID1A","1",20,27022894,27107247,6858,4.04e-05,8.02e-05,4.71e-06,361,518,1,340.1128905,747.1487849,57.85302466,-0.702127643,4.100440186,7.404235669,0.999999997,3.36e-09,9.91e-23,"ENSG00000117713",8289
"ARID1B","6",20,157099063,157529025,6750,5.04e-05,8.69e-05,4.65e-06,346,555,6,397.1320195,744.3513483,54.20428405,1.590650674,3.394655956,6.485725036,0.99994993,5.01e-05,4.93e-16,"ENSG00000049618",57492
"ARID2","12",21,46123619,46298861,5508,1.94e-05,4.74e-05,3.85e-06,273,448,3,223.6875939,536.6250365,51.5860663,-2.044017495,1.871273651,6.700932077,0.999999053,9.47e-07,3.78e-18,"ENSG00000189079",196528
"ARID3B","15",8,74836277,74888115,1683,7.49e-06,1.76e-05,1.07e-06,80,114,1,82.15652634,188.7239438,14.47607316,0.147497248,2.660495452,3.508549613,0.964041165,0.035944964,1.39e-05,"ENSG00000179361",10620
"ARID4A","14",23,58766572,58838707,3774,1.16e-05,2.97e-05,3.47e-06,150,338,2,138.1034168,340.2073669,47.84708561,-0.627581422,0.058536341,6.565589187,0.999999263,7.37e-07,1.01e-17,"ENSG00000032219",5926
"ARID4B","1",23,235331839,235490234,3939,1.19e-05,3.09e-05,3.14e-06,142,300,3,139.3843526,346.8737259,42.99422669,-0.137345263,1.231005557,6.042016996,0.999976459,2.35e-05,9.47e-15,"ENSG00000054267",51742
"ARID5A","2",7,97202563,97218050,1785,1.05e-05,2.05e-05,8.99e-07,90,182,0,106.2941916,204.6978522,10.67565644,0.979778,0.775970963,3.236585319,0.971125744,0.028834602,3.97e-05,"ENSG00000196843",10865
"ARID5B","10",10,63661468,63852789,3567,1.67e-05,3.5e-05,1.9e-06,189,277,0,193.5127698,400.3449894,25.64230468,0.20111326,3.015232657,5.016123047,0.999889943,0.000110057,4.89e-11,"ENSG00000150347",84159
"ARIH1","15",14,72766980,72875633,1674,9.04e-06,1.87e-05,1.99e-06,76,51,1,87.49483403,188.6001484,27.07539074,0.761834786,4.900769552,4.964015299,0.999665082,0.000334918,1.49e-10,"ENSG00000166233",25820
"ARIH2","3",14,48964991,49020703,1482,6.15e-06,1.5e-05,1.8e-06,75,72,3,75.33617798,175.2354521,26.16436982,0.024011515,3.81447251,4.485956451,0.987412495,0.012587463,4.26e-08,"ENSG00000177479",10425
"ARMC8","3",22,137907369,138014734,1980,6.35e-06,1.73e-05,2.4e-06,64,121,2,76.90406335,193.9570591,34.31502867,0.912223337,2.562306885,5.464520837,0.99988377,0.00011623,2.29e-12,"ENSG00000114098",25852
"ARNT","1",22,150784496,150849043,2370,8.16e-06,2.24e-05,2.25e-06,104,187,5,96.79856022,252.7037047,33.26644197,-0.453768517,2.021624237,4.854647055,0.976348195,0.023651796,8.24e-09,"ENSG00000143437",405
"ARNT2","15",19,80696857,80886039,2154,1.11e-05,2.44e-05,1.79e-06,121,199,4,127.1332582,274.5760313,27.3395813,0.337220539,2.230843524,4.421674686,0.959019738,0.040980103,1.59e-07,"ENSG00000172379",9915
"ARPC2","2",10,219082193,219118638,903,4.84e-06,1.06e-05,9.25e-07,38,51,0,55.38607281,115.8486728,13.83903059,1.448273522,2.946945905,3.685042647,0.990984292,0.009013441,2.27e-06,"ENSG00000163466",10109
"ARPC3","12",7,110872959,110888065,537,1.79e-06,4.2e-06,4.98e-07,13,53,0,22.61156736,49.28570502,8.264412102,1.253078985,-0.258780647,2.847709425,0.931506661,0.068151208,0.000342131,"ENSG00000111229",10094
"ARPC4","3",6,9834805,9847899,564,2.17e-06,6.08e-06,6.71e-07,20,24,0,22.0569521,60.47717354,8.538239295,0.271519159,2.294256195,2.89450195,0.937798821,0.061932781,0.000268398,"ENSG00000241553",10093
"ARRB1","11",16,74977206,75062651,1257,7.71e-06,1.6e-05,1.19e-06,73,99,1,86.25756947,172.6536973,17.21760763,0.884941961,2.741719832,3.8715967,0.986801821,0.013197011,1.17e-06,"ENSG00000137486",408
"ARRDC3","5",8,90667216,90678909,1245,4.68e-06,1.16e-05,1.14e-06,54,96,1,55.66000445,132.5275773,15.92207791,0.137938649,1.551973836,3.704410146,0.978746962,0.021249266,3.77e-06,"ENSG00000113369",57561
"ASAP1","8",29,131066976,131414189,3390,1.45e-05,3.08e-05,3.26e-06,184,248,4,172.5440335,354.0562579,48.28834461,-0.540670323,2.756873225,6.313322798,0.999983091,1.69e-05,8.56e-16,"ENSG00000153317",50807
"ASAP2","2",28,9347233,9543456,3021,1.78e-05,3.47e-05,3e-06,169,302,3,202.5789337,384.9339228,44.3920573,1.462577334,2.067547635,6.153951798,0.999986043,1.4e-05,2.65e-15,"ENSG00000151693",8853
"ASB7","15",3,101152421,101188667,957,4.53e-06,1.07e-05,1.2e-06,56,44,0,52.14014614,121.4175712,14.6164216,-0.331385701,3.436492021,3.787129882,0.9932441,0.00675478,1.12e-06,"ENSG00000183475",140460
"ASH1L","1",27,155307450,155491310,8895,2.81e-05,8.04e-05,7.26e-06,329,731,3,328.3400129,919.969663,93.17798405,-0.022580397,3.047346566,9.254086439,1,1.66e-13,1.32e-34,"ENSG00000116539",55870
"ASH2L","8",16,37963068,37996589,1887,8.28e-06,1.9e-05,1.86e-06,85,122,2,90.29236129,199.0412233,24.70743038,0.345281547,2.670963915,4.525263181,0.995792116,0.00420787,1.44e-08,"ENSG00000129691",9070
"ASIC1","12",11,50452549,50475432,1725,9.92e-06,2.03e-05,1.74e-06,91,125,2,109.5291321,221.6706621,21.9588676,1.09758712,3.175829506,4.219108205,0.988325492,0.011674333,1.75e-07,"ENSG00000110881",41
"ASIC2","17",10,31340982,31619133,1692,1.17e-05,2.4e-05,1.32e-06,90,127,1,117.5952468,237.8863219,17.75913294,1.577568385,3.516492068,3.939402284,0.989195649,0.010803636,7.15e-07,"ENSG00000108684",40
"ASTN1","1",23,176833419,177133812,3885,2.01e-05,4.44e-05,3.06e-06,223,431,5,227.9144718,495.1597067,43.22537394,0.201810042,1.410282564,5.759331401,0.999415997,0.000584003,9.68e-13,"ENSG00000152092",460
"ASTN2","9",22,119188129,120177216,3867,2.32e-05,4.77e-05,2.84e-06,224,416,6,239.9250016,496.1958331,39.79978382,0.637369186,1.760927913,5.307173049,0.989172284,0.010827716,2.44e-10,"ENSG00000148219",23245
"ASXL2","2",13,25964897,26101091,4308,1.56e-05,3.64e-05,2.52e-06,211,411,4,179.1779417,410.5131241,32.05910094,-1.47379165,-0.01175419,4.908940656,0.992738818,0.007261179,2.24e-09,"ENSG00000143970",55252
"ASXL3","18",12,31158595,31326559,6747,2.48e-05,5.77e-05,3.78e-06,285,671,3,270.7077818,622.9308167,43.06200769,-0.538515445,-0.94202718,6.0474916,0.999977048,2.3e-05,8.9e-15,"ENSG00000141431",80816
"ATAD2","8",28,124333373,124408597,4173,1.43e-05,3.84e-05,4.72e-06,175,391,6,164.0008092,424.2279268,62.75280486,-0.532460735,0.789077671,7.096765148,0.999997953,2.05e-06,2.05e-19,"ENSG00000156802",29028
"ATAD2B","2",28,23974915,24149640,4377,1.42e-05,4e-05,4.1e-06,150,263,2,134.5683145,366.0842835,46.29266509,-0.824692038,2.635229434,6.448599479,0.999998682,1.32e-06,4.17e-17,"ENSG00000119778",54454
"ATAD5","17",23,29159365,29221931,5535,1.67e-05,4.24e-05,3.68e-06,192,482,1,196.3460107,483.0371551,50.39653093,0.192277359,0.023082809,6.892643324,0.999999945,5.46e-08,8.84e-20,"ENSG00000176208",79915
"ATF7","12",11,53910920,53994784,1452,5.61e-06,1.44e-05,1.19e-06,49,111,1,62.1400347,155.2118756,16.58137162,1.033380006,1.735773806,3.790400916,0.983314715,0.016683206,2.08e-06,"ENSG00000170653",11016
"ATF7IP","12",14,14576849,14651007,3813,1.24e-05,3.25e-05,2.79e-06,170,347,3,144.9757655,370.1999776,36.58197462,-1.28843326,0.589774873,5.499995929,0.999741038,0.000258962,3.26e-12,"ENSG00000171681",55729
"ATG13","11",17,46665841,46693882,1653,5.92e-06,1.48e-05,1.25e-06,83,144,2,73.97132844,174.5024282,21.15526901,-0.650790854,1.129405138,4.125425106,0.984296607,0.01570303,3.62e-07,"ENSG00000175224",9776
"ATG16L1","2",18,234160473,234202996,1824,8.03e-06,1.97e-05,2.29e-06,86,138,2,88.52464358,208.5872173,32.13515086,0.16634771,2.390554377,5.265903892,0.999737383,0.000262617,1.67e-11,"ENSG00000085978",55054
"ATG2A","11",41,64662444,64684607,5817,3.61e-05,7.67e-05,4.98e-06,361,668,8,360.5798778,754.3534936,61.86273812,-0.013715175,1.537832189,6.783652093,0.99992273,7.73e-05,5.81e-17,"ENSG00000110046",23130
"ATG3","3",12,112251545,112280375,945,3.13e-06,7.82e-06,1e-06,40,57,1,39.53834767,91.89760804,15.95373571,-0.045514841,1.780573714,3.708585058,0.978991921,0.021004414,3.67e-06,"ENSG00000144848",64422
"ATG4A","X",13,107335056,107396942,1197,3.93e-06,9.96e-06,1.19e-06,26,62,0,33.959536,78.47211638,13.27347445,0.846752556,0.909511704,3.608958842,0.988883247,0.011112966,3.79e-06,"ENSG00000101844",115201
"ATG4B","2",13,242577129,242611679,1182,7.88e-06,1.41e-05,1.2e-06,67,86,0,66.69878773,115.6593632,13.18089814,-0.022864407,1.34892666,3.596352272,0.988495913,0.011499968,4.12e-06,"ENSG00000168397",23192
"ATG5","6",7,106634414,106764083,828,2.45e-06,6.97e-06,8.16e-07,29,49,0,29.79367212,79.91285772,11.90173645,0.090142049,1.691404055,3.417392974,0.981561831,0.018425052,1.31e-05,"ENSG00000057663",9474
"ATL1","14",14,51026983,51099057,1677,5.45e-06,1.42e-05,1.61e-06,70,98,2,65.49742505,161.6515382,23.01943981,-0.344903672,2.448698066,4.339737895,0.992118036,0.007881897,6.68e-08,"ENSG00000198513",51062
"ATL2","2",13,38523135,38604402,1752,6.11e-06,1.6e-05,1.92e-06,80,173,3,65.23360064,167.031552,24.93324471,-1.133413595,-0.22587857,4.351141365,0.980197371,0.019802499,1.3e-07,"ENSG00000119787",64225
