gene_id,C9_CTL_A,C9_ENU_A,C9_CTL_B,C9_ENU_B,C9_CTL_C,C9_ENU_C,C1_CTL_A,C1_CTL_B,C1_CTL_C
ENSG00000157856,0,0,0,0,1,1,0,0,0.15
ENSG00000157869,231,155,283,175,141,235,11.33,10.5,7.71
ENSG00000157870,403,296,465,258,480,632,11.39,13.8,23.22
ENSG00000157873,47,45,74.97,57.99,38,67.93,1.59,1.52,2.55
ENSG00000157881,700,581,939,563,463,627,16.11,19.2,25.78
ENSG00000157884,0,0,0,0,0,0,0,0,0
ENSG00000157890,0,1,0,1,1,0,0,0.02,0.02
ENSG00000157895,199,139,234,139,193,234,11.23,7.94,12.79
ENSG00000157911,353.27,303.85,462.48,289.24,303.93,291.02,12.29,16.05,15.72
ENSG00000157916,2576.73,2141.15,3050.52,2244.76,2084.07,2835.98,94.24,107.06,112.63
ENSG00000157927,0,0,1,2,2,0,0.07,0,0.6
ENSG00000157933,1532,1373,1634,1280,1668,2064,20.05,16.62,21.82
ENSG00000157950,0,0,0,0,0,0,0,0,0
ENSG00000157954,1510,1220,1853,1407,1251,1443,45.46,42.07,53.38
ENSG00000157965,0,0,0,0,0,0,0,0,0
ENSG00000157978,566,460,893,684,336,455,7.36,10.9,8.84
ENSG00000157985,674,511,733,527,432,515,8.72,7.58,8.63
ENSG00000157992,2,1,1,2,6,6,0,1.16,0
ENSG00000157999,3,3,1,2,2,7,0.06,0.06,0.11
ENSG00000158006,183,172,238,162,208,254,3.83,4.42,4.31
ENSG00000158008,27,51,25,13,20,22,0.15,0.06,1.57
ENSG00000158014,0,0,0,0,0,0,0,0,0
ENSG00000158019,381,277,410,304,386,454,21.02,12.98,15.77
ENSG00000158022,0,0,0,0,0,0,0,0,0
ENSG00000158023,591,512,612,530,179,178,5.48,8.25,4.94
ENSG00000158042,642,576,698,516,675,862,46.53,40.86,36.19
ENSG00000158050,2,4,0,0,0,1,0.09,0.13,0.26
ENSG00000158055,5,1,12,0,0,0,0,0,0
ENSG00000158062,110.21,88.14,143.17,100.16,184.21,214.19,3.21,5.67,8.22
ENSG00000158077,1,0,1,0,0,1,0.04,0,0.03
ENSG00000158079,119,114,171,99,104,114,1.9,1.68,1.96
ENSG00000158089,0,1,0,0,0,0,0,0,0
ENSG00000158092,860,616,1079,711,652,998,34.54,27.22,16.11
ENSG00000158104,0,0,0,0,0,0,0,0,0
ENSG00000158106,1,0,7,3,2,1,0,0.02,0.07
ENSG00000158109,936,771,1048,785,701,884,21.41,24.52,24.52
ENSG00000158113,5,7,19,7,2,2,0.17,0.1,0.06
ENSG00000158122,221,160,268,229,111,176,4.41,4.94,4.67
ENSG00000158125,83,98,131,138,10,16,0.02,0.11,0.19
ENSG00000158156,183,163,262,236,109,141,2.78,3.2,4.52
ENSG00000158158,125,110,176,137,133,130,1.31,1.88,2.63
ENSG00000158161,626,553,876,612,347,647,7.85,8.32,8.94
ENSG00000158163,111,93,129,95,169,189,4.83,3.41,5.53
ENSG00000158164,9,4,13,5,12,27,2.37,3.9,11.77
ENSG00000158169,202,145,301,142,186,272,4.66,6.33,4.67
ENSG00000158186,712,634,933,581,699,801,12.5,23.21,24.58
ENSG00000158195,2116,1833,2736,2236,1922,2487,27.89,27.9,37.91
ENSG00000158201,60,25,55,44,48,89,2.04,2.18,4.54
ENSG00000158220,1,0,0,0,0,0,0,0,0.06
ENSG00000158234,31,39,43,39,70,57,3.06,2.63,5.01
ENSG00000158246,24,27,30,16,55,46,0.56,0.48,2.45
ENSG00000158258,8,9,8,3,4,2,0,0,0.04
ENSG00000158270,23,19,30,13,87,188,1.7,0.71,1.31
ENSG00000158286,75,63,92,29,91,141,3.89,2.93,6.43
ENSG00000158290,1408,1188,1812,1667,1473,1845,28.93,18.2,24.7
ENSG00000158292,334,309,369,238,87,120,3.77,3.79,2.58
ENSG00000158296,210,179,297,265,41,81,5.17,9.21,3.31
ENSG00000158301,184,152.07,257,236,233,249,3.63,4.15,7.63
ENSG00000158315,19,25,27,17,1,8,0.15,0.15,0.37
ENSG00000158321,23,18,37,6,25,43,1.69,1.73,3.08
ENSG00000158352,6,10,0,2,33,27,0.23,0.26,0.7
ENSG00000158373,124,96,132,119,47,40,14.09,15.25,5.89
ENSG00000158402,8,35,43,41,38,48,3.51,1.85,6.37
ENSG00000158406,4,8,9,6,9,2,3.31,0.49,0.21
ENSG00000158411,287,189,282.86,221,233,341,20.19,21.41,20.88
ENSG00000158417,1302,1048,1392,1008,1861,2342,19.56,16.6,21.15
ENSG00000158423,7,2,5,8,5,10,0,0.6,0.23
ENSG00000158427,30,31,33,20,27,49,3.76,4.7,4.55
ENSG00000158428,0,0,0,0,0,0,0,0,0
ENSG00000158435,567,519,767,464,458,624,20.7,16.49,22.31
ENSG00000158445,2,1,1,1,0,1,0,0,0
ENSG00000158457,0,1,0,0,1,0,0.04,0,0
ENSG00000158458,0,0,1,0,0,0,0,0,0
ENSG00000158467,291,240,343,256,233,287,4.54,3.38,2.87
ENSG00000158470,954,716,981,757,724,876,9.59,8.59,8.1
ENSG00000158473,1,2,0,0,1,1,0.03,0,0
ENSG00000158477,0,0,0,0,0,0,0,0,0
ENSG00000158480,223,198,268,214,135,143,5.23,3.03,6.66
ENSG00000158481,0,0,0,0,0,0,0,0,0
ENSG00000158482,0,0,0,1,0,2,0,0,0
ENSG00000158483,47,35,52,42,88,100,1.68,2.29,4.48
ENSG00000158485,0,0,0,0,0,0,0,0,0
ENSG00000158486,0,1,1,0,1,1,0,0,0
ENSG00000158488,0,0,0,0,0,0,0,0,0
ENSG00000158497,0,0,0,0,0,0,0,0,0
ENSG00000158516,0,0,0,2,0,0,0,0,0
ENSG00000158517,0,0,0,0,1,2,0,0.05,0.05
ENSG00000158525,3,2,3,0,1,3,0,0.1,0.18
ENSG00000158526,235,230,262,199,359,413,7.2,9.64,9.84
ENSG00000158528,0,0,0,0,0,0,0.04,0,0
ENSG00000158545,802,646,906,728,902,1226,15.83,15.4,20.07
ENSG00000158552,206,172,218,184,180,223,18.44,14.66,24.03
ENSG00000158553,0,0,0,0,0,0,0,0,0
ENSG00000158555,270,235,276,222,170,257,5.47,2.41,5.54
ENSG00000158560,0,0,0,0,0,1,0,0,0.05
ENSG00000158571,0,0,0,0,0,3,0,0,0.14
ENSG00000158578,0,0,0,0,0,0,0,0,0
ENSG00000158604,1879,1529,2345,1954,1224,1704,50.19,49.98,40.74
ENSG00000158615,724,611,705,578,726,877,7.35,8.25,6.91
ENSG00000158623,193,176,236.82,162,289,290,20.28,14.82,20.88
ENSG00000158636,360,255,432,340,324,394,11.62,6.62,11.44
ENSG00000158639,0,0,0,0,0,0,0,0,0
ENSG00000158669,1547.36,1228.83,1965.12,1301.63,1386.07,1903.71,55.97,63.54,66.93
ENSG00000158683,2,1,2,0,1,1,0,0,0.02
ENSG00000158691,126,113,138,115,86,144,2.51,1.93,2.15
ENSG00000158710,9709,7830,12231,8001,6834,10041,465.25,536.61,670.74
ENSG00000158711,833,692,906,706,719,906,9.2,4.52,5.66
ENSG00000158714,1.53,3.33,4.05,1.16,4.03,2.9,0.03,0.03,0
ENSG00000158715,9,26,22,14,45,62,0.65,0.67,1.73
ENSG00000158716,36,40,34,27,38,43,6.1,5.13,9.57
ENSG00000158717,288,231,288,185,178,235,11.19,11.17,15.28
ENSG00000158731,0,0,0,2,0,0,0,0,0
ENSG00000158747,1163.05,899.04,1329.81,864,986.02,1265.41,53.69,63.99,24.72
ENSG00000158748,0,0,0,0,0,0,0,0,0
ENSG00000158764,0,0,0,0,0,0,0,0,0
ENSG00000158769,96.35,95.88,103.01,178.25,29.95,39,0.47,0.35,0.19
ENSG00000158773,310,281,388,304,375,493,12.72,16.82,18.9
ENSG00000158786,0,0,0,0,0,0,0,0,0
ENSG00000158792,103,110,168,105,97,102,5.07,9.76,5.9
ENSG00000158793,450.57,357.84,654.6,471.28,308.66,359.95,28.57,26.55,20.46
ENSG00000158796,515.43,486.16,576.4,404.72,398.34,505.05,31.43,27.86,24.34
ENSG00000158805,239.37,190.79,278.65,206.17,268.88,399.02,5.24,5.83,8.67
ENSG00000158806,4,14,3,10,5,4,2.93,1.3,0.74
ENSG00000158813,0,2,3,1,3,3,0.05,0,0
ENSG00000158815,5,4,6,3,2,2,0.13,0,0.02
ENSG00000158816,0,1,0,0,0,0,0,0,0
ENSG00000158825,4,12,10,3,5,38,0.84,0.89,3.91
ENSG00000158828,2444.65,2140.21,3073.14,2549.04,1260.29,1656.65,40.16,43.76,53.62
ENSG00000158850,581.78,416.04,664.51,558.57,383.95,474.63,22,24.21,27.49
ENSG00000158856,16,10,12,7,12,15,0.4,1.19,0.69
ENSG00000158859,5,5,10,4,8,9,0.16,0.43,0.57
ENSG00000158863,1164,897.11,1249,950.59,1042.56,1325.26,28.26,29.16,32.05
ENSG00000158864,1119,994,1563,1156,1282,1582,59.09,48,51.97
ENSG00000158865,0,0,0,0,0,0,0,0,0
ENSG00000158869,0,2,2,0,1,1,0,0,0
ENSG00000158874,0,0,0,0,0,0,0,0,0
ENSG00000158882,189.96,145.95,276.94,151,139,180.98,4.43,5.91,6.43
ENSG00000158887,0,2,4,3,1,7,0.35,0.48,0.04
ENSG00000158901,0,0,0,0,0,0,0,0,0
ENSG00000158941,1309.07,1019.19,1707.01,1069.87,1493.19,1701.97,35.23,49.33,90.31
ENSG00000158955,2,3,0,2,0,0,0,0,0
ENSG00000158966,45,42,49,38,39,83,1.11,0.59,1.38
ENSG00000158985,694,547,839,691,669,970,12.18,11.71,13.07
ENSG00000158987,362,333,412,330,335,406.1,4.38,2.53,3.72
ENSG00000159023,8.08,5.07,38.75,24.1,102.54,91.68,0.92,1.47,1.32
ENSG00000159055,50,51,56,51,45,85,2.23,3.34,4.86
ENSG00000159063,400,311,447,299,292,481,16.75,18.51,18.87
ENSG00000159069,2033,1796,2698,1884,1211,1215,71.14,80.04,66.51
ENSG00000159079,245.39,207.51,288.2,182.71,337.37,433.43,11.15,11.7,15.69
ENSG00000159082,511,435,533,418,286,394,5.72,3.55,3.45
ENSG00000159086,305,246,315,240,419,517,7.57,5.63,8.91
ENSG00000159110,595.5,416.32,768.92,489.5,268.38,396.65,14.05,14.83,12.21
ENSG00000159111,572,497,790,684,473,559,31.04,35.04,27.7
ENSG00000159123,0,0,0,0,0,0,0,0,0
ENSG00000159128,1350.99,1035,1611,1079,832,1030,36.77,43.8,41.52
ENSG00000159131,671,475,687,469.27,1051,1424,18.74,18.26,27.33
ENSG00000159140,4838,3946,5967,4192.73,4889,7203,42,55.7,65.29
ENSG00000159147,323,227,412,260,167,240.97,11.62,9.92,13.56
ENSG00000159164,618,469,992,613,881,1067,9.69,10.28,11.75
ENSG00000159166,0,0,7,2,0,0,0.03,0,0.03
ENSG00000159167,2178,1903,2073,1893,1004,1516,52.31,33,19.77
ENSG00000159173,0,0,0,0,0,0,0,0,0
ENSG00000159176,10770,8333,11499,6970,12013,13506,451.97,477.13,545.06
ENSG00000159182,0,0,0,0,0,0,0,0,0
ENSG00000159184,0,0,0,0,0,0,0,0,0
ENSG00000159186,0,0,0,0,0,0,0,0,0
ENSG00000159189,0,0,0,0,0,3,0,0,0
ENSG00000159197,0,1,0,0,1,0,0,0,0
ENSG00000159199,332,289,378,277,402,451,63.59,93.66,103.55
ENSG00000159200,1776,1466,1678,881,1203,1720,62.32,44.9,59.54
ENSG00000159202,3008,2282,3380,2330,2660,3298,55.57,57.6,58.34
ENSG00000159208,54,46,81,45,62,73,2.16,1.68,5.72
ENSG00000159210,695,515,896,460,946,1207,81.95,112.02,120.91
ENSG00000159212,2,3,3,2,4,5,0.15,0.03,0.13
ENSG00000159214,18,21,18,21,33,31,0.28,1.02,1.68
ENSG00000159216,3240,2701,3754,2474,1472,2307,34.47,26.7,40.27
ENSG00000159217,972,868,1194,786,959,1333,14.25,12.89,31.07
ENSG00000159224,2,0,1,0,1,1,0,0.14,0
ENSG00000159228,785.83,687,899.16,649,910,1008.55,64.38,103.25,92.91
ENSG00000159231,39.99,48,64.88,34,99.95,91,2.3,2.76,6.9
ENSG00000159239,26,30,52,48,11,9,0.86,0.67,0.64
ENSG00000159247,0,0,0,0,0,0,0,0,0
ENSG00000159248,0,0,0,0,0,0,0,0,0
ENSG00000159251,3,2,6,5,7,2,0.03,0.03,1.11
ENSG00000159256,832,571,1012,791,554,827,14.47,12.09,11.36
ENSG00000159259,84,62,98,58,77,136,3.01,2.91,8.18
ENSG00000159261,1,0,1,4,0,0,0,0.19,0.06
ENSG00000159263,29,19,30,16,304,478,8.82,5.57,13.24
ENSG00000159267,547,463,631,440,493,702,8.58,7.21,6.98
ENSG00000159289,0,0,0,0,0,0,0,0,0
ENSG00000159307,0,0,1,0,0,1,0,0.02,0
ENSG00000159314,12,7,10,1,13,5,0.14,0.28,0.49
ENSG00000159322,1055.91,820.84,1240.54,950.5,1073.71,1451.7,27.78,29.9,34.1
ENSG00000159335,3783,2832,4674,2755,4146,4524,325.79,475.48,672.98
ENSG00000159337,0,0,0,0,0,0,0,0,0
ENSG00000159339,0,0,0,0,0,0,0,0,0
ENSG00000159346,2029,1755,2441,2094,1072,1337,47.11,60.02,55.79
ENSG00000159348,634,566,894,698,581,749,15.16,15.83,17.84
ENSG00000159352,1421,1131,1867,1151,1712,2001,73.75,91.75,112.16
ENSG00000159363,532,497,640,426,355,505,6.4,7.93,12.38
ENSG00000159374,4,1,5,2,1,8,0,0.05,0
ENSG00000159377,2004,1770,2591,1747,2405,2794,203.88,201.9,213.81
ENSG00000159387,0,0,0,0,0,0,0,0,0
ENSG00000159388,243,200,241,201,146,141,2.04,2.04,3.58
ENSG00000159398,0,0,0,0,0,0,0,0,0
ENSG00000159399,2160,1587,2238,1911,1844,2408,11.96,12.28,10.29
ENSG00000159403,8145.59,5730.83,9258.87,5625.53,5852.45,8384.31,843.64,923.68,246.82
ENSG00000159409,0,2,0,0,0,0,0,0,0
ENSG00000159423,314.04,214.8,373.75,206.98,300.53,403.02,4.85,6.88,9.08
ENSG00000159433,433,365,516,373,243,384,2.37,2.07,1.85
ENSG00000159445,54,63,74,45,136,157,2.84,2.09,6.95
ENSG00000159450,0,0,0,0,0,1,0,0,0.01
ENSG00000159455,0,0,0,0,3,1,0,0,1.13
ENSG00000159459,914,763,1234,766,905,1151,8.78,7.15,9.47
ENSG00000159461,2715,2414,3646,2893,1757,2280,90.75,78.63,96.88
ENSG00000159479,858,670,1019,774,820,1026,34.03,37.75,40.19
ENSG00000159495,0,0,0,0,0,0,0,0,0.03
ENSG00000159496,0,0,1,1.05,0,4.32,0.05,0,0
ENSG00000159516,0,0,0,0,0,0,0,0,0
ENSG00000159527,0,0,0,0,0,0,0,0,0
ENSG00000159556,24,16,13,14,50,60,1.78,1.58,1.09
ENSG00000159579,783,570,957,737,605,793,21.24,19.48,24.9
ENSG00000159588,1,1,1,1,1,6,0.12,0.05,0.02
ENSG00000159592,1389,1091,1796,1225,1005,1281,29.47,26.87,22.79
ENSG00000159593,518,454,607,488,468,644,21.15,17.84,27.54
ENSG00000159596,230,190,287,211,198,261,15.13,10.6,11.3
ENSG00000159618,0,0,0,0,0,0,0,0,0
ENSG00000159625,0,0,0,0,0,0,0,0,0
ENSG00000159640,253,246,511,419,69,93,2.54,5.38,2.65
ENSG00000159648,0,0,0,0,1,0,0,0,0
ENSG00000159650,0,0,0,0,0,0,0,0,0
ENSG00000159658,1702,1437,2000,1572,1233,1677,35.3,31.82,29.7
ENSG00000159674,3208,2803,7631,4537,5231,6424,146.26,193.98,248.97
ENSG00000159685,116,86,141,84,160,190,5.6,9.79,12.25
ENSG00000159692,2660,2165,3512,2382,2136,2452.01,125.45,147.34,164.68
ENSG00000159708,11,8,17,8,2,4,0.21,0.92,0.92
ENSG00000159712,0,0,0,0,0,0,0,0,0.02
ENSG00000159713,15,14,17,16,8,10,1.89,2.14,1.13
ENSG00000159714,136,152,158,152,99,119,6.6,6.64,6.12
ENSG00000159720,906,829,1106,801,1075,1316,40.59,42.01,54.2
ENSG00000159723,0,0,0,0,0,0,0,0,0
ENSG00000159733,38,36,47,29,14,26,1.36,1.58,1.53
ENSG00000159753,10,4,9,11,7,5,0.12,0.24,0.67
ENSG00000159761,42,43,55.42,38,27,17,1.46,1.16,0.6
ENSG00000159763,0,0,0,0,0,0,0,0,0
ENSG00000159784,35,23,36,24,82,73,1.06,1.27,1.19
ENSG00000159788,462,325,475,315,366,399,14.7,10.85,51.27
ENSG00000159792,658,556,767,529,458,497,12.29,13.21,13.98
ENSG00000159840,7551,5689,9665,6011,7306,8647,182.75,242.47,407.24
ENSG00000159842,3249,2606,4252,2980,2131,2532,44.9,48.56,47.35
ENSG00000159860,8,1,9,5,2,0,0.03,0.13,0.12
ENSG00000159871,13,13,21,36,8,3,0.59,0.25,0.79
ENSG00000159873,562,402,626,558,414,503,14.75,11.31,10.13
ENSG00000159882,79,67,74,51,38,69,2.1,1.21,0.62
ENSG00000159884,328.17,260.98,418.39,267.45,271.91,397.75,17.6,29.58,26.58
ENSG00000159885,32.59,39.07,37.73,28.07,40.03,70.01,1.02,1.26,1.29
ENSG00000159899,857,724.97,1087,788.95,749.95,988.86,12.38,13.1,14.56
ENSG00000159904,2,1,0,2,1,0,0.13,0,0.06
ENSG00000159905,37,19,56,28,17,53,1.37,1.07,0.85
ENSG00000159915,14,7,11,3,14,22,0.39,0.11,0.16
ENSG00000159917,28.53,18,30.09,17.12,28.78,54.26,1.09,0.36,0.69
ENSG00000159921,571,442,735,467,515,677,10.24,8.93,9.29
ENSG00000159958,0,0,0,0,0,0,0,0,0
ENSG00000159961,0,0,0,0,0,0,0,0,0
ENSG00000160007,1809,1738,2153,1826,1897,2559,14.51,17.75,18.06
ENSG00000160013,98,65,72,57,30,55,2.42,2.54,6.09
ENSG00000160014,5619,4732,6474,4827,5337,6427,205.8,220.48,289.19
ENSG00000160049,569.96,450,576,461,558.89,646.68,13.47,9.07,10.42
ENSG00000160050,129,84.38,98,84.38,165,165,6.75,8.48,10.36
ENSG00000160051,28,15,35,27,36,46,1.17,0.94,1.61
ENSG00000160055,148,130,245,127,215.63,277.54,6.82,12.69,7.21
ENSG00000160058,1415,1269,1782,1424,1426,1553,36.98,35.42,37.1
ENSG00000160062,135.76,93.93,153.32,118,158.1,211.67,3.04,2.13,1.6
ENSG00000160072,195,189,242,116,351,513,5.28,7.12,14.96
ENSG00000160075,1608,1346.62,1921.52,1517.32,1200.87,1391.3,89.5,89.34,90.68
ENSG00000160087,1338,987,1612,948,1295,1513,69.89,85.41,89.67
ENSG00000160094,242,244,315,199,370,388.08,17.31,13.74,12.74
ENSG00000160097,0,1,1,0,5,3,0,0.05,0.09
ENSG00000160111,18,42,38,22,27,25,1.1,1.63,0.52
ENSG00000160113,757,699,1000,653,618,796,19,25.01,26.37
ENSG00000160117,20,12,12,6,6,8,0.27,0.33,0.87
ENSG00000160124,42,45,50,47,139,158,18.35,15,23.97
ENSG00000160131,499,390,501,290,390,472,6.05,5.06,5.37
ENSG00000160145,40,34,45,33,72,78,0.95,0.87,2.52
ENSG00000160161,25,23,12,12,23,26,0.26,0.25,0.18
ENSG00000160172,6,5,16,1,11,13,0.39,0.26,1.17
ENSG00000160179,60,79,157,113,68,92,3.91,2.17,0.49
ENSG00000160180,0,0,0,0,0,0,0,0,0
ENSG00000160181,0,0,0,0,0,0,0,0,0
ENSG00000160182,0,0,0,0,0,0,0,0,0
ENSG00000160183,0,0,0,0,0,0,0,0,0
ENSG00000160185,0,0,0,0,0,0,0,0,0
ENSG00000160188,0,0,0,0,0,0,0,0,0
ENSG00000160190,1,5,0,1,10,8,0.31,0.06,0.11
ENSG00000160191,0,1,0,0,1,6,0,0.12,0.49
ENSG00000160193,94,59,94,40,197,214,3.7,5.71,8.35
ENSG00000160194,333,287,424,291,384,457,13.74,16.85,22
ENSG00000160199,481,481,582,463,424,619,14.24,12.62,18.41
ENSG00000160200,986,839,1104,713,2459,3078,40.3,52.06,36.84
ENSG00000160201,699,452,811,437,1327,1664,52.2,66.01,90.29
ENSG00000160202,0,0,0,0,0,0,0,0,0
ENSG00000160207,28,12,28,27,27,29,1.72,1.86,0.78
ENSG00000160208,704,561,838,576,599,899,7.96,8.49,13.01
ENSG00000160209,2338,2077,3169,2368,1637,2137,58,70.05,68.74
ENSG00000160211,3539,2430,4542,2737,4885,5379.88,143.9,162.51,161.62
ENSG00000160213,819,723,923,788,580,667,11.76,18.56,18.38
ENSG00000160214,188,186,272,162,353,456,11.57,7.14,18.85
ENSG00000160216,2932,2349,3724,2522,1802,2383,30.72,31.43,37.7
ENSG00000160218,759,639,988,624,694,941,6.78,6.83,12.54
ENSG00000160219,26,24,29,9,43,33,0.78,0.99,0.34
ENSG00000160221,817,778,1049,703,919,994,44.84,50.12,44.86
ENSG00000160223,7,6,14,4,7,5,0.16,0.24,0.02
ENSG00000160224,0,0,0,0,2,0,0,0,0.05
ENSG00000160226,342.8,324.08,428.12,288.25,272.49,329.11,16.62,22.26,17.84
ENSG00000160229,4,9,2,1,4,6,0.25,0.45,0.38
ENSG00000160233,7,17,11,17,3,7,0.14,0.21,0.39
ENSG00000160255,3,0,0,0,1,2,0.09,0.15,0.02
ENSG00000160256,190,174,174,90,209,262,10.19,21.83,27.33
ENSG00000160271,452,404,593,522,490.76,629,11.2,9.16,17.19
ENSG00000160282,8,5,1,0,1,6,0.12,0.11,0
ENSG00000160284,237,201,339,216,160,148,17.89,19.27,17.91
ENSG00000160285,1841.85,1478,2982.87,1811.24,1710.1,2310,23.62,31.38,34.01
ENSG00000160293,746,604,1173,906,666,988,7.61,9.65,12.18
ENSG00000160294,2073.97,1627.93,2377.58,1578.78,1684.57,2399.95,25.78,26.16,33.55
ENSG00000160298,44,62,73,49,66,84,1.87,2.51,3.15
ENSG00000160299,569,544,671,556,649,933,5.22,3.92,6.35
ENSG00000160305,979,888,1361,977,694,996,8.95,8.23,9.91
ENSG00000160307,3,0,0,0,2,10,0,0,0.09
ENSG00000160310,1839,1517,2007,1492,1776,2076,70.15,88.35,87.26
ENSG00000160318,3,0,0,4,0,1,0,1.22,0
ENSG00000160321,0,0,0,0,0,3,0,0.54,0
ENSG00000160323,57,47,78,69,68,74,1.82,0.77,1.04
ENSG00000160325,142,110,151,115,157,152,5.82,5.36,4.7
ENSG00000160326,105,59,133,42,119,126,1.85,4.39,4.18
ENSG00000160336,189,188,219,211,175,249,6,2.7,3.52
ENSG00000160339,0,0,0,0,0,0,0,0,0
ENSG00000160345,13,10,12,9,29,21,1.66,1.82,1.54
ENSG00000160349,0,0,0,0,0,0,0,0,0
ENSG00000160352,92,73,92,75,66,123,2.08,2.1,2.59
ENSG00000160360,1968,1675,2164,1543,1829,2188,38.99,46.17,56.98
ENSG00000160392,137,114,171,103,132,156,4.7,7,8.92
ENSG00000160396,3,4,5,0,6,4,0.03,0.13,0.12
ENSG00000160401,3,13.37,7.56,8,6.81,7.44,0,0.13,0.13
ENSG00000160404,90,92,126,77,64,126,2.86,5.48,9.18
ENSG00000160408,2171,1673,2924,2104,1300.95,1534.83,74.38,75.63,55.87
ENSG00000160410,1835,1380,2508,1629,1298,1573,57.29,74.77,81.27
ENSG00000160439,72,59,77,68,64,99.74,3.94,2.76,4.31
ENSG00000160445,1072,1051,1338,1215,808,836,22.42,20.74,17.54
ENSG00000160446,543,429,678,457,319,294,30.7,29.33,33.22
ENSG00000160447,76,49,85,42,53,111,3.25,3.16,4.71
ENSG00000160460,57,51,93,65,31,34,0.33,1.08,0.66
ENSG00000160469,229,178,207,144,197,221,10.19,6.2,12.94
ENSG00000160471,43.23,36,32.58,51.42,7,5,1.13,1.49,0.09
ENSG00000160472,4,8,0,2,7,7,0.42,0.83,0.17
ENSG00000160505,0,0,0,0,0,0,0,0,0
ENSG00000160539,6,1,3,0,10,9,0.18,0.26,0.45
ENSG00000160551,2447,1974,2609,1890,1891,2652,23.59,12.57,19.79
ENSG00000160563,238,191,293,187,304,328,11.78,15.32,19.88
ENSG00000160570,373,362,551,460,290,307,12.72,18.4,19.55
ENSG00000160584,717,621,828,644,531,835,8.24,7.85,7.63
ENSG00000160588,0,2,0,1,0,9,0.27,0,0
ENSG00000160593,0,0,0,0,0,0,0,0,0
ENSG00000160602,36,15,22,17,35.86,51.93,0.34,0.68,0.46
ENSG00000160606,66,53,113,56,35,55,4.99,9.45,4.34
ENSG00000160613,1674.2,1383.88,1669.82,950.74,2172.91,2682.19,19.29,26.47,44.74
ENSG00000160633,1123,907,1376,853,1394,1964,36.25,28.34,40.76
ENSG00000160654,0,0,0,0,0,0,0,0,0
ENSG00000160678,0,2,4,1,19.24,21.87,0.08,0.41,1.11
ENSG00000160679,709,539,842,527,841.99,1114.97,27.91,32.52,36.83
ENSG00000160683,318.39,217.61,411.95,266.75,183.91,237.01,4.05,4.22,4.44
ENSG00000160685,529,454,636,484,423,453,13.2,14.73,13.11
ENSG00000160688,233,212,290,233,323,340,10.58,16.05,15
ENSG00000160691,10035.45,8118.14,11771.58,8327.66,8801.09,10316.8,233.64,241.23,241.13
ENSG00000160695,481,454,662,572,506,510,11.23,9.99,10.16
ENSG00000160703,337,315,446,322,259,305,12.59,7.49,6.06
ENSG00000160710,4053,3305,4821,3609,3698,4655,51.47,39.67,59.44
ENSG00000160712,261,191,328,306,73,137,2.49,4.21,2.52
ENSG00000160714,662,581,712,575,887,890,24.01,26.12,31.02
ENSG00000160716,1,3,0,0,2,1,0,0,0.03
ENSG00000160741,505,431,640,458,308,418,13.11,12.59,20.35
ENSG00000160746,1289,1024,1536,1069,1207,1505,44.39,28.68,32.45
ENSG00000160752,1399.86,948.59,2285.86,1217.9,1234.18,1604.13,57.34,79.16,99.37
ENSG00000160753,867,610,891,671,485,648,25.5,28.45,29.83
ENSG00000160766,40,35,61,27,45,35,0.58,1.58,1.84
ENSG00000160767,990,819,1276,986,583,685,22.56,25.89,24.95
ENSG00000160781,9,6,8,7,12,33,0.19,0.14,0.36
ENSG00000160783,566.38,385.67,741.62,503.17,419.23,526.73,38.58,56.44,46.63
ENSG00000160785,377,286,469,275,308,347,9.61,6.4,9.26
ENSG00000160789,12107,9310,16044,10122,14124,18487,256.18,340.45,555.4
ENSG00000160791,0,0,0,0,0,0,0,0,0
ENSG00000160796,366,254,482,314,283,366,3.16,2.65,4.64
ENSG00000160799,188,124,266,160,251,321,24.4,24.39,25.51
ENSG00000160801,42,20,38,37,6,0,1.09,0.71,0.72
ENSG00000160803,370,392,549,377,486,634,8.84,9.55,14.43
ENSG00000160808,2,7,12,3,0,0,0.5,0.09,0.07
ENSG00000160813,304,260,422,278,274,326,24.66,41.51,41.88
ENSG00000160818,118,101,123,64,296,394,4.54,8.36,19.67
ENSG00000160828,39,27,52,22,65,103,3.24,3.17,3.75
ENSG00000160838,0,0,0,0,0,3,0,0,0
ENSG00000160844,15.05,10.55,21.25,30.35,0,5.17,0.38,0.13,0.2
ENSG00000160856,0,0,0,0,0,0,0,0,0
ENSG00000160862,0,0,0,0,0,0,0,0,0
ENSG00000160867,269,172,358,325,107,182,14.67,11.31,2.11
ENSG00000160868,0,0,0,0,0,1,0,0,0
ENSG00000160870,23,27,14,37,2,6,0.35,0.23,0
ENSG00000160877,1660.69,1469.75,1916.05,1255,1905.11,2067.27,51.05,71.64,108.84
ENSG00000160882,0,0,0,0,0,0,0,0,0
ENSG00000160883,3,1,0,0,0,0,0,0,0
ENSG00000160886,69,91,90.47,87.14,64,123.26,1.51,6.68,8.34
ENSG00000160888,1736.89,1245.16,1542.94,924,1563.42,1475,164.7,202.92,95.66
ENSG00000160908,138,118,183,127,199,223,4.61,6.01,6.61
ENSG00000160917,286,245,343,319,317,377,13.91,17.4,22.12
